CDR_DATE,CDR_HOUR,BASICCAUSE,INTERNALCAUSE,ACCESSFLAG,TOTAL,REMARK
20-12-2023,23:26,940,5031,73,24,day1
20-12-2023,23:26,941,2001,67,409,day1
20-12-2023,23:26,941,2001,73,139,day1
20-12-2023,23:26,949,2001,68,15,day1
20-12-2023,23:26,973,,73,3,day1
20-12-2023,23:26,987,2001,72,20,day1
20-12-2023,23:26,991,,73,1006,day1
20-12-2023,23:27,111,4012,67,47,day1
20-12-2023,23:27,111,4012,68,125,day1
20-12-2023,23:27,111,4012,73,7077,day1
20-12-2023,23:27,123,2001,72,4,day1
20-12-2023,23:27,23,,73,151,day1
20-12-2023,23:27,372,2001,72,26,day1
20-12-2023,23:27,372,,72,1,day1
20-12-2023,23:27,6,,73,18,day1
20-12-2023,23:27,9,,72,15,day1
20-12-2023,23:27,938,2001,66,133,day1
20-12-2023,23:27,940,4010,73,30,day1
20-12-2023,23:27,940,4012,66,11,day1
20-12-2023,23:27,940,5030,66,4,day1
20-12-2023,23:27,940,5030,67,23,day1
20-12-2023,23:27,940,5031,66,1,day1
20-12-2023,23:27,940,5031,73,66,day1
20-12-2023,23:27,941,2001,67,405,day1
20-12-2023,23:27,941,2001,73,177,day1
20-12-2023,23:27,949,2001,68,18,day1
20-12-2023,23:27,973,,73,4,day1
20-12-2023,23:27,987,2001,72,28,day1
20-12-2023,23:27,991,,73,1051,day1
20-12-2023,23:28,111,4012,67,38,day1
20-12-2023,23:28,111,4012,68,133,day1
20-12-2023,23:28,111,4012,73,6965,day1
20-12-2023,23:28,123,2001,72,4,day1
20-12-2023,23:28,23,,73,274,day1
20-12-2023,23:28,372,2001,72,19,day1
20-12-2023,23:28,6,,73,19,day1
20-12-2023,23:28,9,,72,10,day1
20-12-2023,23:28,938,2001,66,126,day1
20-12-2023,23:28,940,4010,73,26,day1
20-12-2023,23:28,940,4012,66,11,day1
20-12-2023,23:28,940,5030,66,2,day1
20-12-2023,23:28,940,5030,67,23,day1
20-12-2023,23:28,940,5031,73,62,day1
20-12-2023,23:28,941,2001,67,399,day1
20-12-2023,23:28,941,2001,73,188,day1
20-12-2023,23:28,949,2001,68,11,day1
20-12-2023,23:28,973,,73,5,day1
20-12-2023,23:28,987,2001,72,19,day1
20-12-2023,23:28,991,,73,1488,day1
20-12-2023,23:29,111,4012,67,45,day1
20-12-2023,23:29,111,4012,68,113,day1
20-12-2023,23:29,111,4012,73,5463,day1
20-12-2023,23:29,23,,73,232,day1
20-12-2023,23:29,372,2001,72,17,day1
20-12-2023,23:29,6,,73,21,day1
20-12-2023,23:29,601,,66,4,day1
20-12-2023,23:29,9,,72,5,day1
20-12-2023,23:29,938,2001,66,117,day1
20-12-2023,23:29,940,4010,67,1,day1
20-12-2023,23:29,940,4010,73,1,day1
20-12-2023,23:29,940,4012,66,15,day1
20-12-2023,23:29,940,5030,66,1,day1
20-12-2023,23:29,940,5030,67,25,day1
20-12-2023,23:29,940,5031,72,1,day1
20-12-2023,23:29,941,2001,67,413,day1
20-12-2023,23:29,941,2001,73,265,day1
20-12-2023,23:29,948,5031,68,1,day1
20-12-2023,23:29,949,2001,68,12,day1
20-12-2023,23:29,973,,73,3,day1
20-12-2023,23:29,987,2001,72,17,day1
20-12-2023,23:29,991,,73,1576,day1
20-12-2023,23:30,111,4012,67,50,day1
20-12-2023,23:30,111,4012,68,132,day1
20-12-2023,23:30,111,4012,73,5776,day1
20-12-2023,23:30,23,,73,238,day1
20-12-2023,23:30,372,2001,72,21,day1
20-12-2023,23:30,6,,73,47,day1
20-12-2023,23:30,601,,66,1,day1
20-12-2023,23:30,9,,72,11,day1
20-12-2023,23:30,938,2001,66,141,day1
20-12-2023,23:30,940,4010,67,1,day1
20-12-2023,23:30,940,4010,73,2,day1
20-12-2023,23:30,940,4012,66,7,day1
20-12-2023,23:30,940,5030,67,21,day1
20-12-2023,23:30,940,5031,66,2,day1
20-12-2023,23:30,940,5031,73,4,day1
20-12-2023,23:30,941,2001,67,430,day1
20-12-2023,23:30,941,2001,73,248,day1
20-12-2023,23:30,948,5031,68,1,day1
20-12-2023,23:30,949,2001,68,18,day1
20-12-2023,23:30,973,,73,1,day1
20-12-2023,23:30,987,2001,72,21,day1
20-12-2023,23:30,991,,73,1674,day1
20-12-2023,23:31,111,4012,67,48,day1
20-12-2023,23:31,111,4012,68,142,day1
20-12-2023,23:31,111,4012,73,6122,day1
20-12-2023,23:31,123,2001,72,2,day1
20-12-2023,23:31,23,,73,238,day1
20-12-2023,23:31,372,2001,72,13,day1
20-12-2023,23:31,6,,73,16,day1
20-12-2023,23:31,9,,72,10,day1
20-12-2023,23:31,938,2001,66,117,day1
20-12-2023,23:31,940,4010,67,1,day1
20-12-2023,23:31,940,4010,73,1,day1
20-12-2023,23:31,940,4012,66,7,day1
20-12-2023,23:31,940,5030,67,24,day1
20-12-2023,23:31,940,5031,66,3,day1
20-12-2023,23:31,940,5031,73,8,day1
20-12-2023,23:31,941,2001,67,416,day1
20-12-2023,23:31,941,2001,73,161,day1
20-12-2023,23:31,948,4010,68,1,day1
20-12-2023,23:31,949,2001,68,15,day1
20-12-2023,23:31,987,2001,72,13,day1
20-12-2023,23:31,991,,73,1253,day1
20-12-2023,23:31,998,,67,269,day1
20-12-2023,23:32,111,4012,67,52,day1
20-12-2023,23:32,111,4012,68,115,day1
20-12-2023,23:32,111,4012,73,7400,day1
20-12-2023,23:32,123,2001,72,2,day1
20-12-2023,23:32,23,,73,237,day1
20-12-2023,23:32,372,2001,72,24,day1
20-12-2023,23:32,6,,73,16,day1
20-12-2023,23:32,9,,72,11,day1
20-12-2023,23:32,938,2001,66,131,day1
20-12-2023,23:32,940,4010,67,1,day1
20-12-2023,23:32,940,4010,73,6,day1
20-12-2023,23:32,940,4012,66,10,day1
20-12-2023,23:32,940,5030,66,1,day1
20-12-2023,23:32,940,5030,67,25,day1
20-12-2023,23:32,940,5031,66,2,day1
20-12-2023,23:32,940,5031,73,76,day1
20-12-2023,23:32,941,2001,67,434,day1
20-12-2023,23:32,941,2001,73,204,day1
20-12-2023,23:32,948,5031,68,1,day1
20-12-2023,23:32,949,2001,68,18,day1
20-12-2023,23:32,973,,73,6,day1
20-12-2023,23:32,987,2001,72,23,day1
20-12-2023,23:32,991,,73,1286,day1
14-12-2023,23:20,111,4012,67,41,day7
14-12-2023,23:20,111,4012,68,97,day7
14-12-2023,23:20,111,4012,73,8549,day7
14-12-2023,23:20,123,2001,72,2,day7
14-12-2023,23:20,23,,73,216,day7
14-12-2023,23:20,372,2001,72,22,day7
14-12-2023,23:20,372,,72,1,day7
14-12-2023,23:20,41,,67,2,day7
14-12-2023,23:20,6,,73,11,day7
14-12-2023,23:20,601,,66,1,day7
14-12-2023,23:20,9,,72,14,day7
14-12-2023,23:20,938,2001,66,165,day7
14-12-2023,23:20,940,4010,67,1,day7
14-12-2023,23:20,940,4010,73,19,day7
14-12-2023,23:20,940,4012,66,16,day7
14-12-2023,23:20,940,5030,66,4,day7
14-12-2023,23:20,940,5030,67,19,day7
14-12-2023,23:20,940,5031,66,1,day7
14-12-2023,23:20,940,5031,67,1,day7
14-12-2023,23:20,940,5031,73,66,day7
14-12-2023,23:20,941,2001,67,416,day7
14-12-2023,23:20,941,2001,73,210,day7
14-12-2023,23:20,949,2001,68,38,day7
14-12-2023,23:20,973,,73,22,day7
14-12-2023,23:20,987,2001,72,23,day7
14-12-2023,23:20,991,,73,1131,day7
14-12-2023,23:21,111,4012,67,32,day7
14-12-2023,23:21,111,4012,68,109,day7
14-12-2023,23:21,111,4012,73,9172,day7
14-12-2023,23:21,123,2001,72,2,day7
14-12-2023,23:21,23,,73,169,day7
14-12-2023,23:21,372,2001,72,15,day7
14-12-2023,23:21,41,,67,1,day7
14-12-2023,23:21,6,,73,30,day7
14-12-2023,23:21,9,,72,7,day7
14-12-2023,23:21,938,2001,66,153,day7
14-12-2023,23:21,940,4010,73,7,day7
14-12-2023,23:21,940,4012,66,12,day7
14-12-2023,23:21,940,5030,66,1,day7
14-12-2023,23:21,940,5030,67,24,day7
14-12-2023,23:21,940,5030,72,1,day7
14-12-2023,23:21,940,5031,66,1,day7
14-12-2023,23:21,940,5031,73,84,day7
14-12-2023,23:21,941,2001,67,443,day7
14-12-2023,23:21,941,2001,73,216,day7
14-12-2023,23:21,949,2001,68,34,day7
14-12-2023,23:21,973,,73,19,day7
14-12-2023,23:21,987,2001,72,15,day7
14-12-2023,23:21,991,,73,1216,day7
14-12-2023,23:22,111,4012,67,43,day7
14-12-2023,23:22,111,4012,68,107,day7
14-12-2023,23:22,111,4012,73,8538,day7
14-12-2023,23:22,123,2001,72,6,day7
14-12-2023,23:22,23,,73,209,day7
14-12-2023,23:22,372,2001,72,25,day7
14-12-2023,23:22,6,,73,25,day7
14-12-2023,23:22,9,,72,10,day7
14-12-2023,23:22,938,2001,66,158,day7
14-12-2023,23:22,940,4010,73,1,day7
14-12-2023,23:22,940,4012,66,17,day7
14-12-2023,23:22,940,5030,67,22,day7
14-12-2023,23:22,940,5031,66,3,day7
14-12-2023,23:22,940,5031,67,1,day7
14-12-2023,23:22,940,5031,73,59,day7
14-12-2023,23:22,941,2001,67,411,day7
14-12-2023,23:22,941,2001,73,202,day7
14-12-2023,23:22,949,2001,68,35,day7
14-12-2023,23:22,973,,73,17,day7
14-12-2023,23:22,987,2001,72,25,day7
14-12-2023,23:22,991,,73,1396,day7
14-12-2023,23:23,111,4012,67,39,day7
14-12-2023,23:23,111,4012,68,125,day7
14-12-2023,23:23,111,4012,73,8151,day7
14-12-2023,23:23,23,,73,190,day7
14-12-2023,23:23,372,2001,72,11,day7
14-12-2023,23:23,41,,67,1,day7
14-12-2023,23:23,6,,73,18,day7
14-12-2023,23:23,9,,72,10,day7
14-12-2023,23:23,938,2001,66,152,day7
14-12-2023,23:23,940,4012,66,19,day7
14-12-2023,23:23,940,5030,66,3,day7
14-12-2023,23:23,940,5030,67,28,day7
14-12-2023,23:23,940,5031,66,2,day7
14-12-2023,23:23,940,5031,73,1,day7
14-12-2023,23:23,941,2001,67,426,day7
14-12-2023,23:23,941,2001,73,130,day7
14-12-2023,23:23,948,5031,68,1,day7
14-12-2023,23:23,949,2001,68,21,day7
14-12-2023,23:23,973,,73,4,day7
14-12-2023,23:23,987,2001,72,11,day7
14-12-2023,23:23,991,,73,1369,day7
14-12-2023,23:24,111,4012,67,39,day7
14-12-2023,23:24,111,4012,68,107,day7
14-12-2023,23:24,111,4012,73,8636,day7
14-12-2023,23:24,23,,73,190,day7
14-12-2023,23:24,372,2001,72,11,day7
14-12-2023,23:24,6,,73,13,day7
14-12-2023,23:24,601,,66,1,day7
14-12-2023,23:24,9,,72,12,day7
14-12-2023,23:24,938,2001,66,133,day7
14-12-2023,23:24,940,4010,67,1,day7
14-12-2023,23:24,940,4012,66,8,day7
14-12-2023,23:24,940,5030,66,3,day7
14-12-2023,23:24,940,5030,67,20,day7
14-12-2023,23:24,940,5031,66,1,day7
14-12-2023,23:24,941,2001,67,381,day7
14-12-2023,23:24,941,2001,73,129,day7
14-12-2023,23:24,949,2001,68,18,day7
14-12-2023,23:24,973,,73,2,day7
14-12-2023,23:24,987,2001,72,11,day7
14-12-2023,23:24,991,,73,1116,day7
14-12-2023,23:25,111,4012,67,42,day7
14-12-2023,23:25,111,4012,68,129,day7
14-12-2023,23:25,111,4012,73,8739,day7
14-12-2023,23:25,123,2001,72,4,day7
14-12-2023,23:25,23,,73,198,day7
14-12-2023,23:25,372,2001,72,11,day7
14-12-2023,23:25,6,,73,15,day7
14-12-2023,23:25,601,,66,1,day7
14-12-2023,23:25,9,,72,11,day7
14-12-2023,23:25,938,2001,66,121,day7
14-12-2023,23:25,940,4010,73,2,day7
14-12-2023,23:25,940,4012,66,7,day7
14-12-2023,23:25,940,5030,66,1,day7
14-12-2023,23:25,940,5030,67,24,day7
14-12-2023,23:25,940,5031,66,3,day7
14-12-2023,23:25,940,5031,72,1,day7
14-12-2023,23:25,940,5031,73,6,day7
14-12-2023,23:25,941,2001,67,418,day7
14-12-2023,23:25,941,2001,73,95,day7
14-12-2023,23:25,949,2001,68,14,day7
14-12-2023,23:25,973,,73,4,day7
14-12-2023,23:25,987,2001,72,11,day7
14-12-2023,23:25,991,,73,960,day7
14-12-2023,23:26,111,4012,67,41,day7
14-12-2023,23:26,111,4012,68,115,day7
14-12-2023,23:26,111,4012,73,9265,day7
14-12-2023,23:26,23,,73,211,day7
14-12-2023,23:26,372,2001,72,16,day7
14-12-2023,23:26,6,,73,16,day7
14-12-2023,23:26,601,,66,1,day7
14-12-2023,23:26,9,,72,12,day7
14-12-2023,23:26,938,2001,66,138,day7
14-12-2023,23:26,940,4010,73,25,day7
14-12-2023,23:26,940,4012,66,11,day7
14-12-2023,23:26,940,5030,67,24,day7
14-12-2023,23:26,940,5031,66,3,day7
14-12-2023,23:26,940,5031,73,66,day7
14-12-2023,23:26,941,2001,67,375,day7
14-12-2023,23:26,941,2001,73,155,day7
14-12-2023,23:26,949,2001,68,8,day7
14-12-2023,23:26,973,,73,18,day7
14-12-2023,23:26,987,2001,72,15,day7
14-12-2023,23:26,991,,73,1259,day7
14-12-2023,23:27,111,4012,67,44,day7
14-12-2023,23:27,111,4012,68,111,day7
14-12-2023,23:27,111,4012,73,9195,day7
14-12-2023,23:27,123,2001,72,4,day7
14-12-2023,23:27,23,,73,135,day7
14-12-2023,23:27,372,2001,72,18,day7
14-12-2023,23:27,41,,67,2,day7
14-12-2023,23:27,6,,73,11,day7
14-12-2023,23:27,601,,66,2,day7
14-12-2023,23:27,715,,67,1,day7
14-12-2023,23:27,9,,72,12,day7
14-12-2023,23:27,938,2001,66,113,day7
14-12-2023,23:27,940,4010,67,2,day7
14-12-2023,23:27,940,4010,73,28,day7
14-12-2023,23:27,940,4012,66,10,day7
14-12-2023,23:27,940,5030,66,2,day7
14-12-2023,23:27,940,5030,67,24,day7
14-12-2023,23:27,940,5031,73,61,day7
14-12-2023,23:27,941,2001,67,406,day7
14-12-2023,23:27,941,2001,73,165,day7
14-12-2023,23:27,949,2001,68,15,day7
14-12-2023,23:27,973,,73,18,day7
14-12-2023,23:27,987,2001,72,19,day7
14-12-2023,23:27,991,,73,1023,day7
14-12-2023,23:28,111,4012,67,38,day7
14-12-2023,23:28,111,4012,68,122,day7
14-12-2023,23:28,111,4012,73,7979,day7
14-12-2023,23:28,23,,73,170,day7
14-12-2023,23:28,363,,67,1,day7
14-12-2023,23:28,372,2001,72,20,day7
14-12-2023,23:28,41,,67,2,day7
14-12-2023,23:28,6,,73,21,day7
14-12-2023,23:28,9,,72,12,day7
14-12-2023,23:28,938,2001,66,117,day7
14-12-2023,23:28,940,4010,73,26,day7
14-12-2023,23:28,940,4012,66,4,day7
14-12-2023,23:28,940,5030,66,1,day7
14-12-2023,23:28,940,5030,67,25,day7
14-12-2023,23:28,940,5030,73,1,day7
14-12-2023,23:28,940,5031,66,5,day7
14-12-2023,23:28,940,5031,67,1,day7
14-12-2023,23:28,940,5031,73,63,day7
14-12-2023,23:28,941,2001,67,399,day7
14-12-2023,23:28,941,2001,73,178,day7
14-12-2023,23:28,949,2001,68,13,day7
14-12-2023,23:28,973,,73,17,day7
14-12-2023,23:28,987,2001,72,20,day7
14-12-2023,23:28,991,,73,839,day7
14-12-2023,23:29,111,4012,67,43,day7
14-12-2023,23:29,111,4012,68,101,day7
14-12-2023,23:29,111,4012,73,8054,day7
14-12-2023,23:29,23,,73,233,day7
14-12-2023,23:29,372,2001,72,14,day7
14-12-2023,23:29,41,,67,5,day7
14-12-2023,23:29,6,,73,16,day7
14-12-2023,23:29,9,,72,8,day7
14-12-2023,23:29,938,2001,66,123,day7
14-12-2023,23:29,940,4010,73,26,day7
14-12-2023,23:29,940,4012,66,11,day7
14-12-2023,23:29,940,5030,67,17,day7
14-12-2023,23:29,940,5031,73,60,day7
14-12-2023,23:29,941,2001,67,398,day7
14-12-2023,23:29,941,2001,73,156,day7
14-12-2023,23:29,949,2001,68,13,day7
14-12-2023,23:29,973,,73,17,day7
14-12-2023,23:29,987,2001,72,14,day7
14-12-2023,23:29,991,,73,902,day7
14-12-2023,23:30,111,4012,67,46,day7
14-12-2023,23:30,111,4012,68,114,day7
14-12-2023,23:30,111,4012,73,8806,day7
14-12-2023,23:30,123,2001,72,4,day7
14-12-2023,23:30,23,,73,219,day7
14-12-2023,23:30,372,2001,72,14,day7
14-12-2023,23:30,41,,67,1,day7
14-12-2023,23:30,6,,73,49,day7
14-12-2023,23:30,601,,66,2,day7
14-12-2023,23:30,9,,72,3,day7
14-12-2023,23:30,938,2001,66,113,day7
14-12-2023,23:30,940,4010,67,1,day7
14-12-2023,23:30,940,4010,73,23,day7
14-12-2023,23:30,940,4012,66,13,day7
14-12-2023,23:30,940,5030,67,26,day7
14-12-2023,23:30,940,5031,66,1,day7
14-12-2023,23:30,940,5031,72,1,day7
14-12-2023,23:30,940,5031,73,59,day7
14-12-2023,23:30,941,2001,67,427,day7
14-12-2023,23:30,941,2001,73,169,day7
14-12-2023,23:30,949,2001,68,18,day7
14-12-2023,23:30,973,,73,23,day7
14-12-2023,23:30,987,2001,72,14,day7
14-12-2023,23:30,991,,73,891,day7
14-12-2023,23:31,111,4012,67,47,day7
14-12-2023,23:31,111,4012,68,105,day7
14-12-2023,23:31,111,4012,73,9206,day7
14-12-2023,23:31,23,,73,148,day7
14-12-2023,23:31,372,2001,72,24,day7
14-12-2023,23:31,6,,73,21,day7
14-12-2023,23:31,601,,66,1,day7
14-12-2023,23:31,9,,72,14,day7
14-12-2023,23:31,938,2001,66,131,day7
14-12-2023,23:31,940,4010,67,1,day7
14-12-2023,23:31,940,4010,73,16,day7
14-12-2023,23:31,940,4012,66,12,day7
14-12-2023,23:31,940,5030,67,21,day7
14-12-2023,23:31,940,5031,66,1,day7
14-12-2023,23:31,940,5031,67,2,day7
14-12-2023,23:31,940,5031,73,35,day7
14-12-2023,23:31,941,2001,67,384,day7
14-12-2023,23:31,941,2001,73,198,day7
14-12-2023,23:31,948,5030,68,1,day7
14-12-2023,23:31,949,2001,68,10,day7
14-12-2023,23:31,973,,73,16,day7
14-12-2023,23:31,987,2001,72,24,day7
14-12-2023,23:31,991,,73,1032,day7
14-12-2023,23:31,998,,67,27,day7
14-12-2023,23:32,111,4012,67,15,day7
14-12-2023,23:32,111,4012,68,95,day7
14-12-2023,23:32,111,4012,73,8393,day7
14-12-2023,23:32,123,2001,72,2,day7
14-12-2023,23:32,23,,73,122,day7
14-12-2023,23:32,372,2001,72,22,day7
14-12-2023,23:32,6,,73,18,day7
14-12-2023,23:32,9,,72,12,day7
14-12-2023,23:32,938,2001,66,116,day7
14-12-2023,23:32,940,4010,73,1,day7
14-12-2023,23:32,940,4012,66,9,day7
14-12-2023,23:32,940,5030,66,2,day7
14-12-2023,23:32,940,5030,67,20,day7
14-12-2023,23:32,940,5031,66,1,day7
14-12-2023,23:32,940,5031,67,1,day7
14-12-2023,23:32,940,5031,73,2,day7
14-12-2023,23:32,941,2001,67,408,day7
14-12-2023,23:32,941,2001,73,194,day7
14-12-2023,23:32,948,5031,68,1,day7
14-12-2023,23:32,949,2001,68,14,day7
14-12-2023,23:32,973,,73,5,day7
14-12-2023,23:32,987,2001,72,22,day7
14-12-2023,23:32,991,,73,937,day7
14-12-2023,23:32,998,,67,240,day7